Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Age,Employed_Year,Work_Phone,Phone,Email_Id,Type_Occupation,Family_Members,Label
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House,60.0,-0.0,0,0,0,Others,1,0
M,N,Y,0,337500.0,Working,Secondary,Single,House,46.0,4.0,0,0,0,High skill tech staff,1,0
F,N,Y,0,44550.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
F,Y,Y,0,112500.0,Working,Secondary,Civil marriage,House,38.0,4.0,0,0,0,Cooking staff,2,0
F,N,Y,1,157500.0,Working,Secondary,Married,House,29.0,5.0,0,1,0,Others,3,0
M,N,Y,2,112500.0,Working,Secondary,Civil marriage,House,40.0,7.0,0,0,0,Others,4,0
F,N,Y,2,135000.0,Working,Secondary,Married,House,35.0,5.0,0,0,0,Others,4,0
M,Y,Y,0,301500.0,Working,Secondary,Married,Rented apartment,25.0,3.0,0,0,0,Laborers,2,0
M,Y,N,0,90000.0,Working,Secondary,Single,House,23.0,4.0,1,0,0,Laborers,1,0
F,N,N,0,67500.0,Pensioner,Secondary,Separated,House,59.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,292500.0,Working,Higher education,Married,House,29.0,7.0,0,0,0,Managers,2,0
F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,4.0,0,0,0,Managers,4,0
F,N,Y,0,117000.0,Working,Secondary,Married,House,48.0,1.0,1,1,0,Others,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Single,House,56.0,-0.0,0,0,0,Others,1,0
F,Y,N,0,67500.0,Working,Secondary,Married,House,32.0,6.0,1,0,0,Others,2,0
M,Y,Y,0,189000.0,Pensioner,Secondary,Separated,House,55.0,-0.0,0,0,0,Others,1,0
F,N,N,0,202500.0,Working,Higher education,Civil marriage,House,42.0,15.0,1,1,0,Core staff,2,0
M,N,Y,1,157500.0,Commercial associate,Secondary,Married,House,30.0,7.0,0,1,1,Laborers,3,0
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House,38.0,3.0,1,1,0,Core staff,3,0
F,N,N,1,112500.0,Working,Secondary,Married,House,36.0,4.0,0,0,1,Laborers,3,0
M,N,N,0,180000.0,Commercial associate,Secondary,Married,House,42.0,5.0,0,0,0,Others,2,0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House,27.0,7.0,0,0,1,Managers,3,0
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House,38.0,1.0,0,0,0,High skill tech staff,4,0
M,N,N,0,180000.0,Working,Higher education,Married,House,40.0,10.0,0,0,0,Laborers,2,0
F,N,N,1,112500.0,Working,Secondary,Civil marriage,House,41.0,8.0,1,1,0,Core staff,3,0
F,N,Y,0,81000.0,Working,Secondary,Married,House,55.0,1.0,1,0,0,Sales staff,2,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House,61.0,2.0,0,0,0,Others,2,0
F,N,Y,0,94500.0,Pensioner,Secondary,Widow,House,67.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House,61.0,2.0,0,0,0,Others,2,0
M,Y,N,0,315000.0,Commercial associate,Secondary,Civil marriage,House,39.0,3.0,0,0,0,Managers,2,0
F,N,Y,2,54000.0,Working,Secondary,Married,House,28.0,3.0,0,0,0,Sales staff,4,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,0,0,Others,2,0
F,N,Y,2,157500.0,Working,Secondary,Married,House,30.0,7.0,0,0,0,Sales staff,4,0
F,N,Y,0,180000.0,Commercial associate,Secondary,Civil marriage,House,38.0,4.0,0,0,0,Laborers,2,0
F,N,N,0,225000.0,Working,Secondary,Married,House,56.0,11.0,1,1,0,Sales staff,2,0
M,Y,Y,1,360000.0,Working,Higher education,Married,House,43.0,4.0,0,0,0,Drivers,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,63.0,-0.0,0,0,0,Others,1,0
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House,35.0,10.0,0,0,0,Others,3,0
M,N,N,0,360000.0,Working,Secondary,Civil marriage,House,35.0,15.0,0,0,0,Laborers,2,0
M,Y,Y,0,225000.0,Working,Higher education,Single,With parents,26.0,2.0,1,1,0,Others,1,0
F,N,Y,1,126000.0,Commercial associate,Secondary,Married,House,50.0,12.0,0,0,0,Laborers,3,0
F,N,N,0,135000.0,Pensioner,Secondary,Widow,Municipal apartment,65.0,-0.0,0,1,0,Others,1,0
F,N,N,0,270000.0,Working,Secondary,Married,House,49.0,5.0,1,1,0,High skill tech staff,2,0
F,N,Y,0,157500.0,State servant,Secondary,Widow,House,63.0,6.0,0,1,0,Drivers,1,0
F,Y,Y,0,216000.0,Working,Secondary,Married,House,59.0,10.0,0,0,0,Managers,2,0
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House,34.0,5.0,0,1,0,Laborers,4,0
M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,30.0,2.0,0,0,0,Sales staff,2,0
F,N,Y,1,108000.0,Working,Secondary,Married,House,44.0,13.0,0,0,0,Laborers,3,0
M,Y,N,0,225000.0,Commercial associate,Secondary,Married,House,49.0,7.0,0,0,0,Laborers,2,0
F,N,N,0,180000.0,Working,Incomplete higher,Married,House,54.0,6.0,0,0,0,Laborers,2,0
F,N,Y,0,180000.0,Working,Secondary,Married,House,48.0,3.0,0,0,0,Laborers,2,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House,37.0,2.0,0,0,0,Core staff,3,0
F,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,3.0,1,1,0,Accountants,2,0
F,Y,Y,0,270000.0,Working,Secondary,Married,House,55.0,5.0,0,1,0,Others,2,0
F,N,Y,1,270000.0,Working,Secondary,Married,House,58.0,11.0,0,0,0,Core staff,3,0
M,Y,N,0,202500.0,Commercial associate,Secondary,Married,House,30.0,6.0,0,1,0,Managers,2,0
F,N,Y,0,189000.0,Pensioner,Secondary,Widow,House,58.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,270000.0,Working,Secondary,Separated,House,48.0,4.0,0,0,0,Laborers,1,0
F,Y,Y,0,144000.0,Pensioner,Secondary,Civil marriage,House,59.0,-0.0,0,1,0,Others,2,0
F,N,N,0,67500.0,Working,Secondary,Married,House,28.0,6.0,0,0,0,Sales staff,2,0
F,N,Y,0,247500.0,Working,Higher education,Married,House,39.0,10.0,0,1,0,Core staff,2,0
M,Y,N,0,157500.0,Working,Higher education,Married,House,57.0,7.0,0,1,0,Laborers,2,0
M,N,Y,0,157500.0,Working,Secondary,Single,House,47.0,12.0,0,0,0,Cooking staff,1,0
M,N,N,1,180000.0,Working,Secondary,Single,House,30.0,3.0,1,1,0,Laborers,3,0
F,Y,Y,0,315000.0,Commercial associate,Secondary,Married,House,43.0,16.0,0,0,1,Core staff,2,0
F,N,N,0,99000.0,Working,Higher education,Married,House,41.0,16.0,0,0,0,Others,2,0
F,N,N,0,351000.0,Commercial associate,Higher education,Married,House,60.0,3.0,0,1,0,Others,2,0
F,N,N,0,175500.0,Working,Secondary,Single,House,52.0,2.0,0,0,0,High skill tech staff,1,0
M,Y,N,0,306000.0,Working,Secondary,Married,House,44.0,5.0,0,0,0,Managers,2,0
F,N,N,1,157500.0,Working,Secondary,Civil marriage,With parents,32.0,11.0,0,0,0,Sales staff,3,0
F,N,N,0,58500.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
M,Y,Y,0,292500.0,Working,Secondary,Married,Rented apartment,47.0,3.0,0,0,0,Others,2,0
M,Y,Y,0,225000.0,Working,Secondary,Separated,House,38.0,5.0,0,0,0,Drivers,1,0
F,Y,Y,1,247500.0,Working,Secondary,Civil marriage,House,47.0,4.0,0,0,1,Laborers,3,0
M,Y,Y,1,189000.0,Working,Higher education,Married,House,37.0,11.0,0,0,0,High skill tech staff,3,0
M,Y,N,0,247500.0,Working,Secondary,Single,House,34.0,10.0,1,0,0,Managers,1,0
F,N,Y,0,90000.0,Working,Secondary,Married,House,55.0,9.0,1,0,0,Others,2,0
F,N,Y,0,148500.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
M,Y,N,1,180000.0,Working,Secondary,Married,House,32.0,13.0,0,0,0,Others,3,0
F,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House,47.0,4.0,0,0,1,Cleaning staff,3,0
F,N,Y,0,121900.5,Pensioner,Secondary,Married,House,44.0,-0.0,0,0,0,Others,2,0
F,N,N,0,112500.0,Working,Secondary,Married,Municipal apartment,32.0,4.0,1,0,0,Laborers,2,0
F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House,33.0,1.0,0,0,1,Core staff,3,0
F,Y,N,0,225000.0,Commercial associate,Secondary,Married,House,39.0,2.0,0,0,0,Sales staff,2,0
F,Y,Y,0,225000.0,Working,Higher education,Married,House,49.0,7.0,0,0,1,Managers,2,0
F,N,Y,3,135000.0,Working,Secondary,Married,House,41.0,5.0,0,0,0,Laborers,5,0
F,N,Y,0,157500.0,Working,Higher education,Married,House,30.0,5.0,0,0,0,Sales staff,2,0
M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,25.0,2.0,0,0,0,Sales staff,2,0
F,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House,43.0,8.0,1,1,0,Managers,3,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,0,0,Managers,2,0
M,N,Y,1,135000.0,Working,Higher education,Married,House,26.0,6.0,1,1,0,High skill tech staff,3,0
F,N,Y,0,112500.0,Commercial associate,Secondary,Single,House,50.0,2.0,0,0,0,Security staff,1,0
M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House,47.0,13.0,0,1,0,Laborers,2,0
F,Y,N,1,171000.0,Working,Secondary,Civil marriage,House,39.0,18.0,1,1,0,Medicine staff,3,0
M,N,Y,0,135000.0,Working,Secondary,Single,With parents,32.0,3.0,0,0,0,Drivers,1,0
M,N,N,2,202500.0,Working,Secondary,Married,With parents,30.0,3.0,0,0,0,Drivers,4,0
F,N,N,0,33750.0,Pensioner,Higher education,Married,House,53.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,135000.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,135000.0,Pensioner,Higher education,Single,House,62.0,-0.0,0,0,0,Others,1,0
M,Y,N,0,157500.0,Working,Higher education,Married,House,57.0,7.0,0,1,0,Laborers,2,0
F,N,Y,3,67500.0,Commercial associate,Secondary,Married,House,46.0,2.0,1,1,0,Sales staff,5,0
M,Y,Y,0,135000.0,Working,Secondary,Married,House,40.0,10.0,0,1,0,Laborers,2,0
F,Y,N,0,153000.0,Pensioner,Secondary,Widow,House,65.0,-0.0,0,1,0,Others,1,0
F,N,Y,1,180000.0,Working,Higher education,Separated,House,42.0,5.0,0,0,0,HR staff,2,0
M,Y,N,0,180000.0,Working,Secondary,Single,House,28.0,5.0,1,1,0,High skill tech staff,1,0
M,Y,N,0,121500.0,Working,Secondary,Married,House,41.0,19.0,0,1,0,Laborers,2,0
M,N,N,0,112500.0,Working,Secondary,Civil marriage,Rented apartment,41.0,7.0,0,0,0,Others,2,0
M,Y,N,1,270000.0,Commercial associate,Secondary,Civil marriage,House,38.0,4.0,0,0,0,Others,3,0
M,Y,Y,0,360000.0,Commercial associate,Secondary,Married,House,43.0,1.0,0,0,0,Drivers,2,0
M,Y,Y,0,116100.0,Working,Secondary,Married,House,28.0,7.0,0,0,0,Laborers,2,0
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House,67.0,-0.0,0,0,0,Others,2,0
F,Y,N,0,112500.0,State servant,Secondary,Married,House,32.0,2.0,1,1,0,Core staff,2,0
F,N,N,0,157500.0,Working,Higher education,Single,Office apartment,52.0,10.0,0,0,0,Laborers,1,0
F,N,Y,0,202500.0,Working,Higher education,Married,House,30.0,5.0,0,0,0,Others,2,0
M,Y,Y,0,297000.0,Working,Secondary,Married,House,57.0,4.0,0,1,0,Others,2,0
F,Y,N,0,315000.0,Working,Higher education,Married,House,38.0,10.0,0,1,1,Accountants,2,0
M,N,Y,0,202500.0,Working,Secondary,Single,House,27.0,9.0,0,0,0,Laborers,1,0
M,N,N,0,180000.0,Working,Higher education,Married,With parents,37.0,7.0,1,1,0,High skill tech staff,2,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House,43.0,5.0,0,0,0,Drivers,2,0
M,N,Y,1,360000.0,Working,Secondary,Civil marriage,House,32.0,7.0,0,0,0,Sales staff,3,0
M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House,60.0,-0.0,0,1,0,Others,2,0
F,N,N,0,121500.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,N,N,0,112500.0,Working,Secondary,Widow,With parents,29.0,3.0,1,1,0,Core staff,1,0
M,N,Y,0,112500.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,1,0,Others,2,0
M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House,44.0,5.0,0,1,0,Managers,2,0
M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House,67.0,-0.0,0,1,0,Others,2,0
F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House,39.0,4.0,0,1,1,Accountants,1,0
M,Y,Y,0,225000.0,Working,Secondary,Married,House,46.0,12.0,0,0,0,Drivers,2,0
F,N,N,0,202500.0,Pensioner,Higher education,Single,House,64.0,-0.0,0,0,0,Others,1,0
F,Y,N,0,360000.0,Working,Higher education,Married,House,36.0,7.0,1,1,0,Accountants,2,0
M,Y,N,2,157500.0,Working,Secondary,Separated,With parents,39.0,5.0,0,0,0,Laborers,3,0
F,Y,N,0,247500.0,Working,Secondary,Separated,House,38.0,6.0,0,0,0,Laborers,1,0
M,N,Y,0,81000.0,Commercial associate,Higher education,Single,House,28.0,6.0,0,1,0,Laborers,1,0
F,N,Y,0,360000.0,State servant,Higher education,Married,House,45.0,9.0,0,1,0,Managers,2,0
M,Y,N,0,315000.0,Working,Higher education,Married,House,56.0,11.0,1,0,0,Others,2,0
F,N,Y,0,126000.0,Working,Secondary,Single,House,47.0,8.0,0,1,0,Cooking staff,1,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House,34.0,4.0,0,0,0,Waiters,1,0
F,N,N,2,135000.0,Working,Secondary,Married,With parents,31.0,5.0,0,0,0,Core staff,4,0
M,N,Y,0,225000.0,Commercial associate,Secondary,Married,House,53.0,11.0,0,0,0,Laborers,2,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House,48.0,4.0,1,1,0,Others,2,0
F,N,Y,0,40500.0,Working,Secondary,Married,House,35.0,14.0,1,0,0,Cleaning staff,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Separated,House,58.0,-0.0,0,0,0,Others,1,0
F,N,Y,2,67500.0,Working,Secondary,Married,House,34.0,2.0,0,0,0,Sales staff,4,0
F,N,N,0,315000.0,State servant,Higher education,Married,House,59.0,19.0,0,0,0,Core staff,2,0
F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House,43.0,7.0,0,0,1,Secretaries,4,0
F,N,Y,0,180000.0,Pensioner,Secondary,Civil marriage,House,59.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House,66.0,-0.0,0,0,0,Others,1,0
F,Y,Y,1,252000.0,Commercial associate,Secondary,Separated,House,30.0,3.0,0,0,0,Others,2,0
F,Y,N,0,270000.0,Working,Secondary,Married,House,51.0,5.0,0,1,0,Sales staff,2,0
M,Y,Y,0,157500.0,Working,Secondary,Married,With parents,25.0,5.0,1,0,0,Drivers,2,0
F,N,Y,0,270000.0,Working,Secondary,Separated,House,51.0,6.0,0,0,1,Laborers,1,0
M,N,Y,0,162000.0,Pensioner,Higher education,Married,House,64.0,-0.0,0,1,0,Others,2,0
F,Y,Y,1,202500.0,Working,Secondary,Married,House,38.0,6.0,1,1,0,Core staff,3,0
F,Y,Y,1,180000.0,Working,Higher education,Separated,House,52.0,17.0,0,0,0,Managers,2,0
F,N,Y,2,112500.0,Working,Secondary,Married,With parents,41.0,2.0,0,0,0,Core staff,4,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House,25.0,3.0,1,0,1,Core staff,2,0
F,N,Y,0,225000.0,Working,Higher education,Single,House,34.0,8.0,0,1,0,Managers,1,0
M,Y,N,0,157500.0,Working,Secondary,Civil marriage,House,49.0,7.0,0,1,0,Laborers,2,0
F,Y,N,1,112500.0,Working,Higher education,Single,House,28.0,5.0,0,0,0,Core staff,2,0
M,Y,Y,1,202500.0,Working,Secondary,Married,House,28.0,3.0,0,0,0,Laborers,3,0
F,Y,Y,0,162000.0,Working,Secondary,Single,House,50.0,8.0,0,0,0,Laborers,1,0
M,N,N,0,157500.0,Commercial associate,Higher education,Single,House,28.0,5.0,0,0,0,Sales staff,1,0
F,N,N,0,270000.0,Commercial associate,Secondary,Single,House,63.0,8.0,0,0,0,High skill tech staff,1,0
F,Y,N,1,90000.0,Working,Secondary,Married,House,42.0,3.0,0,0,0,Laborers,3,0
F,N,Y,0,67500.0,Pensioner,Secondary,Widow,House,65.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,225000.0,Pensioner,Secondary,Single,House,48.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,135000.0,Commercial associate,Secondary,Married,House,44.0,8.0,1,1,0,Core staff,2,0
F,N,N,0,135000.0,Pensioner,Secondary,Widow,House,58.0,-0.0,0,1,0,Others,1,0
F,Y,Y,0,157500.0,Commercial associate,Secondary,Married,House,33.0,9.0,1,1,1,Core staff,2,0
F,N,N,2,180000.0,State servant,Secondary,Married,Office apartment,31.0,8.0,1,0,0,Laborers,4,0
M,Y,Y,0,225000.0,Working,Secondary,Married,House,50.0,10.0,0,0,0,Drivers,2,0
M,Y,Y,0,135000.0,Working,Secondary,Married,House,43.0,10.0,0,0,0,Laborers,2,0
F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House,31.0,11.0,0,1,0,Core staff,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,60.0,9.0,1,0,0,Security staff,2,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House,28.0,2.0,1,1,0,Laborers,2,0
F,N,Y,0,225000.0,Commercial associate,Secondary,Civil marriage,House,36.0,2.0,0,0,0,Others,2,0
M,N,Y,0,180000.0,Working,Secondary,Married,House,45.0,3.0,1,0,0,Laborers,2,0
F,N,Y,0,202500.0,Working,Secondary,Civil marriage,House,31.0,6.0,0,0,0,Core staff,2,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House,45.0,1.0,1,1,1,Sales staff,2,0
M,Y,Y,1,315000.0,Working,Higher education,Married,House,48.0,2.0,0,1,0,Laborers,3,0
F,Y,Y,0,112500.0,Working,Secondary,Married,House,48.0,5.0,0,0,0,Sales staff,2,0
F,N,Y,0,83250.0,Pensioner,Secondary,Civil marriage,House,56.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,261000.0,Working,Secondary,Married,House,55.0,8.0,0,0,0,Laborers,2,0
M,N,Y,0,247500.0,Working,Secondary,Married,House,48.0,7.0,0,0,0,Laborers,2,0
M,Y,Y,0,360000.0,Working,Higher education,Married,House,61.0,11.0,0,0,0,Managers,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,37.0,4.0,0,0,0,Laborers,2,0
F,N,Y,0,225000.0,Working,Secondary,Widow,House,55.0,7.0,1,0,0,High skill tech staff,1,0
M,Y,N,0,112500.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,0,0,Others,2,0
F,N,N,0,112500.0,Working,Higher education,Single,Co-op apartment,36.0,2.0,1,1,0,Core staff,1,0
M,N,N,1,225000.0,Working,Higher education,Married,House,50.0,7.0,0,0,0,Managers,3,0
M,Y,Y,0,173250.0,Working,Secondary,Civil marriage,House,45.0,7.0,1,0,0,Drivers,2,0
M,N,Y,0,148500.0,Working,Secondary,Single,House,33.0,3.0,0,0,0,Laborers,1,0
M,N,Y,0,315000.0,Commercial associate,Secondary,Civil marriage,House,50.0,12.0,0,0,0,Managers,2,0
F,N,N,1,135000.0,Working,Secondary,Married,House,30.0,5.0,1,1,0,Accountants,3,0
F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House,65.0,-0.0,0,0,0,Others,1,0
F,N,Y,2,76500.0,State servant,Higher education,Married,House,40.0,6.0,0,0,0,Others,4,0
M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House,37.0,5.0,0,0,0,Others,2,0
F,Y,Y,0,157500.0,Working,Secondary,Married,House,46.0,7.0,0,0,0,Core staff,2,0
M,Y,Y,2,216000.0,State servant,Higher education,Married,House,31.0,8.0,0,0,0,High skill tech staff,4,0
F,N,Y,0,90000.0,Pensioner,Secondary,Separated,House,58.0,-0.0,0,1,0,Others,1,0
M,N,Y,0,211500.0,Working,Secondary,Single,House,28.0,4.0,1,1,0,Core staff,1,0
M,Y,N,2,202500.0,Working,Higher education,Married,House,33.0,2.0,0,0,0,Drivers,4,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House,28.0,2.0,1,1,0,Laborers,2,0
M,N,N,0,166500.0,Working,Secondary,Single,House,24.0,2.0,0,0,1,Laborers,1,0
F,N,Y,2,72000.0,Working,Secondary,Married,House,43.0,16.0,1,1,0,Medicine staff,4,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,57.0,7.0,0,0,0,Cleaning staff,2,0
F,N,N,0,157500.0,Working,Higher education,Married,House,39.0,7.0,0,0,0,Core staff,2,0
F,N,Y,1,67500.0,State servant,Secondary,Civil marriage,House,50.0,1.0,0,0,0,Others,3,0
F,Y,Y,0,135000.0,Working,Secondary,Separated,House,45.0,4.0,0,0,0,Laborers,1,0
F,Y,Y,0,207000.0,State servant,Higher education,Married,House,62.0,10.0,0,0,0,Medicine staff,2,0
M,Y,N,1,148500.0,Commercial associate,Secondary,Married,House,36.0,8.0,1,1,0,Drivers,3,0
F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House,28.0,7.0,0,1,0,Others,2,0
F,N,N,2,112500.0,Working,Secondary,Married,House,44.0,3.0,0,0,0,Laborers,4,0
F,N,Y,0,202500.0,Commercial associate,Higher education,Single,House,39.0,6.0,0,0,0,Others,1,0
F,N,Y,2,67500.0,Working,Secondary,Separated,House,38.0,9.0,1,0,0,Sales staff,3,0
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House,41.0,10.0,1,1,1,Others,2,0
M,Y,Y,1,360000.0,Working,Secondary,Married,House,58.0,9.0,0,1,0,Laborers,3,0
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House,26.0,5.0,0,0,0,Others,2,0
M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House,48.0,2.0,1,0,0,Managers,4,0
F,N,N,0,67500.0,Working,Secondary,Married,House,50.0,11.0,1,0,0,Security staff,2,0
F,N,Y,0,180000.0,Commercial associate,Secondary,Married,House,42.0,9.0,0,0,0,Sales staff,2,0
M,Y,Y,0,270000.0,Commercial associate,Secondary,Married,House,50.0,5.0,0,0,0,Drivers,2,0
F,Y,Y,0,315000.0,Pensioner,Secondary,Single,House,58.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,247500.0,Commercial associate,Secondary,Married,House,49.0,4.0,0,0,0,Cooking staff,2,0
M,Y,Y,0,72000.0,Working,Higher education,Married,House,60.0,2.0,0,0,0,Security staff,2,0
F,N,N,2,81000.0,Working,Lower secondary,Single,House,43.0,7.0,0,0,0,Sales staff,3,0
F,N,N,0,171000.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,1,0,Others,2,0
F,N,N,1,135000.0,Commercial associate,Secondary,Married,House,40.0,1.0,0,0,0,Sales staff,3,0
F,N,N,0,135000.0,Working,Secondary,Married,House,39.0,6.0,0,1,0,Others,2,0
M,N,Y,1,292500.0,State servant,Higher education,Married,House,47.0,10.0,0,0,1,Core staff,3,0
M,N,Y,2,360000.0,State servant,Higher education,Married,House,44.0,16.0,0,1,0,Managers,4,0
F,N,Y,0,315000.0,Working,Secondary,Separated,House,42.0,10.0,0,0,0,Laborers,1,0
F,Y,Y,1,225000.0,Commercial associate,Secondary,Married,House,38.0,9.0,0,0,0,Sales staff,3,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House,68.0,-0.0,0,0,0,Others,2,0
M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,28.0,2.0,0,0,0,Managers,3,0
M,N,Y,0,90000.0,Working,Secondary,Single,House,29.0,1.0,1,1,0,Drivers,1,0
M,Y,Y,1,135000.0,Working,Secondary,Married,House,33.0,6.0,1,1,0,Laborers,3,0
F,N,N,0,103500.0,Pensioner,Secondary,Married,House,67.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,76500.0,Pensioner,Secondary,Married,Municipal apartment,56.0,-0.0,0,0,0,Others,2,0
M,Y,Y,2,225000.0,Working,Secondary,Married,House,35.0,1.0,1,0,0,Laborers,4,0
F,N,Y,0,126000.0,Working,Secondary,Married,House,63.0,7.0,1,1,0,High skill tech staff,2,0
F,N,N,0,211500.0,Working,Secondary,Married,House,48.0,5.0,1,1,0,Others,2,0
M,N,N,1,157500.0,Working,Secondary,Married,House,45.0,4.0,0,0,0,Drivers,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,64.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,225000.0,Pensioner,Secondary,Single,House,48.0,-0.0,0,1,0,Others,1,0
M,Y,N,0,135000.0,Working,Secondary,Single,House,34.0,3.0,0,0,0,Core staff,1,0
F,N,N,0,135000.0,Commercial associate,Secondary,Separated,Municipal apartment,53.0,2.0,0,0,0,Others,1,0
F,N,N,0,112500.0,Working,Secondary,Married,House,29.0,7.0,0,0,0,Laborers,2,0
M,Y,Y,0,270000.0,Working,Secondary,Single,House,38.0,5.0,0,0,0,Laborers,1,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House,29.0,3.0,0,0,0,Others,2,0
M,Y,Y,0,90000.0,Pensioner,Secondary,Married,House,61.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,42.0,10.0,0,0,0,Others,1,0
F,N,N,0,67500.0,Working,Secondary,Married,House,28.0,6.0,0,0,0,Sales staff,2,0
M,N,N,0,135000.0,Working,Secondary,Married,House,29.0,4.0,1,0,0,High skill tech staff,2,0
F,N,N,0,193500.0,Working,Secondary,Single,Municipal apartment,45.0,6.0,0,1,0,Laborers,1,0
F,N,N,0,135000.0,Working,Secondary,Married,House,31.0,5.0,0,0,0,Private service staff,2,0
M,Y,Y,0,202500.0,Commercial associate,Secondary,Married,House,49.0,1.0,0,0,0,Drivers,2,0
F,Y,Y,2,135000.0,Working,Secondary,Married,House,34.0,1.0,0,0,1,Drivers,4,0
F,N,Y,1,180000.0,Pensioner,Higher education,Married,House,52.0,-0.0,0,1,0,Others,3,0
F,N,Y,0,112500.0,Working,Secondary,Married,House,64.0,2.0,0,0,0,Others,2,0
M,N,N,1,247500.0,Working,Higher education,Single,House,38.0,6.0,0,0,0,Laborers,2,0
M,Y,N,2,360000.0,Working,Secondary,Married,House,44.0,7.0,1,0,0,Drivers,4,0
M,Y,N,1,193500.0,Working,Higher education,Married,House,50.0,11.0,1,1,0,Others,3,0
F,Y,Y,1,67500.0,Working,Secondary,Married,House,32.0,5.0,0,1,1,Cooking staff,3,0
F,N,Y,0,306000.0,Working,Secondary,Married,House,52.0,9.0,0,0,0,High skill tech staff,2,0
F,N,Y,0,153000.0,Pensioner,Secondary,Separated,House,60.0,-0.0,0,1,0,Others,1,0
